AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR
6,96,2583,3,1,9,78,23,1256,0,0,1460
0,2,30,0,0,0,0,0,34,0,0,3
0,28,213,0,0,1,0,36,276,0,0,484
7,14,647,0,1,1,0,1,677,0,69,329
0,152,4779,30,23,17,9,32,2442,0,8,2930
0,0,178,0,0,0,0,13,579,0,0,221
0,0,196,0,0,0,0,0,339,0,0,11
0,4,138,0,0,0,0,14,519,0,0,105
0,0,12,0,0,0,0,0,43,0,0,1
0,9,106,0,0,0,1,2,186,0,0,35
0,8,157,0,0,0,0,1,171,0,0,100
0,43,1546,0,0,1,0,8,773,0,111,1709
0,1,33,0,0,0,0,1,29,0,0,4
0,179,3997,0,0,3,0,5,2179,0,360,3423
0,9,81,0,0,0,0,0,84,0,0,12
0,53,457,0,0,5,2,8,709,0,334,715
7,145,602,0,1,1,2,35,596,0,0,48
0,0,24,0,0,0,0,0,49,0,0,10
6,61,3140,0,0,10,1,97,4014,0,159,1968
0,12,87,0,0,0,0,4,60,0,0,15
0,71,2221,0,2,13,1,8,856,0,2,508
0,24,436,0,0,0,0,5,537,0,0,43
0,4,26,0,0,0,0,2,35,0,0,4
0,49,865,0,0,5,0,12,490,0,2,488
0,31,86,0,0,0,0,7,138,0,0,14
0,7,124,0,0,0,0,1,87,0,0,61
0,12,56,0,3,2,0,3,148,0,0,41
0,29,168,0,0,0,0,10,193,0,0,27
0,15,59,0,0,0,0,2,70,0,0,10
3,1289,14940,0,45,26,43,171,8568,0,0,10992
0,5,84,0,0,0,0,4,50,0,0,19
8,218,1560,0,0,0,0,55,1047,0,0,406
1,45,817,0,1,2,0,7,788,0,21,453
1,427,10752,69,41,48,14,147,6325,0,1725,6113
0,97,2803,0,20,15,12,18,1960,0,1,9035
0,100,1545,0,0,0,5,8,737,0,24,638
0,29,174,0,2,0,0,28,298,0,0,19
0,0,6,0,0,0,0,0,24,0,0,0
0,0,18,0,0,0,0,0,99,0,0,8
0,5,53,0,0,0,0,2,69,0,0,38
0,24,107,0,0,0,0,5,179,0,0,27
0,39,455,0,0,0,0,4,870,0,0,34
0,31,517,0,0,2,0,9,466,0,36,94
0,10,160,0,0,1,0,2,92,0,0,53
0,4,36,0,0,0,0,5,51,0,0,7
0,24,177,0,0,1,0,18,218,0,0,26
0,7,7,0,0,2,0,16,17,0,0,10
0,234,4627,15,21,10,31,128,3085,0,131,5072
0,2,137,0,2,1,0,8,142,0,0,33
33,276,7290,0,42,27,53,121,6164,0,19,5244
0,0,54,0,0,0,0,1,100,0,0,6
1,4,284,0,1,2,4,15,398,0,8,167
0,6,56,0,0,0,0,0,59,0,0,25
0,46,1005,0,0,3,0,6,378,0,20,590
0,17,699,0,0,3,0,13,848,0,17,81
0,24,104,0,0,0,0,1,115,0,0,7
0,34,277,0,0,0,0,11,287,0,83,47
340,2177,129394,483,1175,389,380,642,59758,1,1948,64158
4,94,3923,2,3,14,14,69,3105,0,293,2585
0,2,114,0,0,0,0,11,167,0,0,42
0,34,158,0,0,0,0,20,128,0,0,126
0,25,122,0,0,0,0,8,122,0,0,159
7,61,663,0,1,8,0,23,1198,0,103,355
1,261,2560,1,3,2,11,68,2298,0,0,1218
0,0,2,0,0,0,0,0,19,0,0,10
0,10,134,0,0,0,0,1,143,0,4,68
0,28,75,0,0,0,0,1,148,0,0,39
0,52,638,0,0,0,0,2,442,0,58,562
0,44,254,0,0,1,0,0,148,0,0,112
13,909,21643,10,81,178,283,154,8201,0,5,5716
0,0,78,0,0,1,0,10,261,0,0,44
0,4,137,0,0,0,0,4,154,0,0,14
0,10,45,0,0,2,0,39,105,0,0,97
47,119,2132,0,0,5,7,13,1139,0,122,1575
0,73,1231,0,0,0,0,2,347,0,1,376
0,27,299,0,0,1,0,23,426,0,0,267
0,11,79,0,0,0,0,0,53,0,0,12
0,54,1146,0,0,2,0,57,1079,0,112,538
0,10,73,0,0,0,0,0,158,0,0,19
0,19,142,0,1,0,0,12,126,0,0,54
1,51,200,0,1,0,0,24,212,0,0,330
2,76,2188,0,3,2,1,8,668,0,1,804
0,15,223,0,1,1,0,5,254,0,0,122
0,1,20,0,0,0,0,1,39,0,0,3
0,4,70,0,0,0,0,6,58,0,0,13
0,14,161,0,0,1,0,17,242,0,0,54
0,5,113,0,0,0,0,3,103,0,0,17
0,0,31,0,0,0,0,0,68,0,0,7
0,0,19,0,0,0,0,6,79,0,0,39
0,0,2,0,0,0,0,0,6,0,0,2
0,0,13,0,0,0,0,0,9,0,0,1
0,4,66,0,0,0,0,1,147,0,1,10
0,89,649,0,0,0,0,2,277,0,44,519
0,23,681,0,0,0,0,1,1318,0,200,594
0,5,62,0,2,0,1,1,181,0,0,45
0,7,152,0,0,1,0,31,455,0,0,22
0,0,15,0,0,0,0,0,32,0,0,8
1,156,5119,5,15,22,3,37,2855,0,224,4389
0,0,43,0,3,1,0,0,186,0,0,29
0,14,122,0,0,0,0,3,80,0,0,185
0,8,35,0,0,0,0,0,34,0,0,2
0,0,21,0,0,0,0,18,50,0,0,17
0,20,172,0,0,1,0,3,286,0,0,145
0,3,47,0,0,0,0,0,139,0,0,72
0,0,40,0,0,0,0,0,38,0,0,5
0,197,2861,0,0,8,0,4,2272,0,87,1100
0,8,53,0,0,0,0,2,29,0,0,9
0,2,25,0,0,1,0,2,62,0,0,41
0,10,158,0,0,3,0,4,457,0,12,53
0,3,12,0,0,0,0,0,6,0,0,3
0,0,16,0,0,0,0,0,15,0,0,0
0,0,37,0,0,1,0,1,81,0,0,9
0,0,35,0,0,0,0,0,81,0,0,4
0,17,194,1,0,2,0,3,328,0,0,64
0,75,822,0,0,2,0,13,720,0,251,880
0,3,236,0,3,1,0,6,678,0,0,77
0,14,79,0,1,0,0,7,118,0,12,52
0,7,25,0,0,0,0,0,24,0,0,23
0,6,45,0,0,0,0,2,86,0,0,8
0,1,60,0,0,0,0,0,51,0,0,15
0,24,89,0,3,4,0,3,192,0,33,52
0,95,660,0,0,2,0,16,1311,0,36,167
0,13,221,0,0,1,0,2,179,0,1,64
0,6,76,0,0,1,0,0,92,0,0,5
0,115,435,0,0,0,1,81,378,0,0,577
0,40,532,1,7,1,0,5,497,0,65,595
0,0,139,0,9,1,0,8,287,0,0,69
0,0,102,1,0,1,0,0,120,0,0,27
0,5,18,0,0,0,0,0,55,0,0,2
0,1,18,0,0,0,0,0,56,0,0,11
0,3,39,0,0,0,0,5,52,0,0,27
0,11,124,0,2,3,0,10,149,0,12,70
0,0,27,0,0,0,0,0,19,0,0,2
0,34,359,0,0,0,0,29,295,0,18,93
0,8,45,0,0,0,0,5,61,0,0,7
0,61,1198,0,0,1,3,2,741,0,31,493
0,0,14,0,0,0,0,1,75,0,0,78
0,0,10,0,0,0,0,0,18,0,0,1
0,0,58,0,1,1,0,0,70,0,0,8
0,0,140,0,0,0,0,0,122,0,37,91
2,125,1414,10,1,8,9,3,861,0,132,563
0,0,9,0,0,0,0,0,24,0,0,4
0,1,49,0,0,0,0,0,75,0,0,13
1,21,244,0,0,1,0,14,352,0,37,484
0,10,65,0,0,1,1,3,184,0,0,35
0,0,25,0,0,0,0,0,51,0,2,44
0,12,162,0,0,0,3,3,155,0,3,23
1,144,5300,0,19,12,9,20,1989,0,162,2506
0,2,74,0,0,0,0,0,209,0,0,22
0,6,105,0,0,1,0,15,363,0,0,231
0,17,135,0,1,0,0,4,154,0,0,92
0,1,100,0,0,1,0,3,84,0,0,32
0,3,36,0,1,0,0,7,94,0,1,53
0,0,83,0,0,0,0,4,60,0,0,9
2,1,86,0,2,0,0,0,181,0,0,9
0,15,63,0,0,0,0,0,43,0,0,9
0,18,357,0,3,0,0,30,432,0,56,559
0,7,48,0,0,0,0,3,170,0,0,27
0,3,8,0,0,0,0,0,6,0,0,6
0,0,10,0,0,0,0,0,9,0,0,31
0,0,17,0,0,1,0,4,164,0,0,41
0,8,269,0,1,0,1,7,181,0,0,55
0,4,52,0,0,0,0,0,22,0,0,9
0,0,59,0,1,0,0,0,123,0,0,32
0,72,1301,0,0,0,0,12,587,0,1,672
0,5,23,0,3,1,0,0,120,0,0,14
0,6,217,0,0,0,0,1,276,0,0,56
2,73,805,0,1,1,0,32,812,0,49,775
1,119,1309,0,0,2,0,7,613,0,70,1603
0,7,38,0,2,1,0,0,104,0,0,4
0,8,26,0,0,0,0,12,23,0,0,5
0,3,14,0,0,0,0,0,17,0,0,5
0,0,14,0,0,0,0,0,38,0,0,15
0,1,12,0,0,0,0,1,38,0,0,0
44,874,15486,3,341,102,332,198,9041,0,17,27823
0,81,320,0,0,0,0,84,259,0,0,174
0,0,10,0,0,0,0,0,23,0,1,2
0,0,32,0,0,0,0,11,32,0,0,17
0,37,101,0,0,0,0,36,141,0,0,164
0,3,41,0,0,0,0,2,75,0,0,6
11,118,971,0,0,1,3,51,1291,0,26,426
0,1,22,0,0,0,0,4,33,0,0,14
0,27,326,0,0,0,0,6,150,0,8,143
0,37,310,0,0,1,0,2,356,0,20,114
0,7,103,0,1,1,0,4,267,0,0,21
0,11,13,0,0,0,0,8,37,0,0,0
0,1,46,0,0,1,0,2,60,0,0,13
0,25,264,1,0,0,0,5,370,0,28,157
0,63,789,0,0,4,0,231,1084,0,0,773
0,0,11,0,0,0,0,0,18,0,0,5
0,2,41,0,0,0,0,0,114,0,0,14
0,0,37,0,0,1,0,0,67,0,0,14
0,6,102,0,0,0,0,16,172,0,8,315
0,0,76,0,0,1,0,1,361,0,0,126
0,0,33,0,0,0,0,2,61,0,0,5
0,18,93,0,1,3,0,19,244,0,0,52
0,10,110,0,0,0,0,8,142,0,0,95
0,14,273,0,1,0,0,52,696,0,0,115
1,26,325,0,0,2,0,6,437,0,0,23
0,0,21,0,0,3,0,0,48,0,0,7
0,27,190,0,0,0,0,1,181,0,0,9
0,0,67,0,0,2,0,0,100,0,0,12
0,0,7,0,0,0,0,0,40,0,0,2
0,25,163,0,0,1,0,20,438,0,20,59
0,0,59,0,3,0,0,0,194,0,0,18
0,14,67,0,0,0,0,10,85,0,0,21
0,0,20,0,0,0,0,0,20,0,0,3
0,4,77,0,0,0,0,2,107,0,0,8
0,0,5,0,0,0,0,0,17,0,0,0
0,28,159,0,0,0,0,0,228,0,1,96
0,0,22,0,0,2,0,0,117,0,0,10
0,26,126,0,0,0,0,0,111,0,0,33
0,0,8,0,0,0,0,0,43,0,0,7
0,0,7,0,0,0,0,0,13,0,0,0
0,1,96,0,0,1,0,3,69,0,0,11
0,5,58,0,0,0,0,29,101,0,0,134
0,18,214,0,1,0,0,8,351,0,0,35
0,122,3976,0,0,9,4,12,2730,0,154,2067
0,0,18,0,0,0,0,0,4,0,0,1
0,4,169,0,0,0,0,0,340,0,0,44
0,0,24,0,0,0,0,0,44,0,0,8
0,0,8,0,0,0,0,0,48,0,0,1
0,42,196,0,0,0,0,129,400,0,0,333
0,2,102,0,3,0,0,1,251,0,0,22
0,0,80,0,0,0,0,0,82,0,0,19
0,4,138,0,0,0,0,13,290,0,0,125
0,0,14,0,0,2,0,1,42,0,0,7
0,10,159,0,0,0,0,2,140,0,0,46
0,6,39,0,0,0,0,3,69,0,0,27
0,12,68,0,0,0,0,0,89,0,0,13
0,3,52,0,0,0,0,0,70,0,0,17
0,3,58,0,0,0,0,2,119,0,0,8
0,28,350,0,0,0,0,6,781,0,0,23
0,12,285,0,0,0,0,3,229,0,2,75
0,10,212,0,0,0,0,8,170,0,11,140
0,4,57,0,0,0,0,1,80,0,0,7
0,3,24,0,0,0,0,4,34,0,0,3
0,9,287,0,0,1,0,0,164,0,0,105
2,34,156,1,6,4,0,20,137,0,0,220
0,13,86,0,0,0,0,8,107,0,0,39
0,6,45,0,0,0,0,4,72,0,0,33
0,0,1,0,0,0,0,0,10,0,0,0
0,12,39,0,0,0,0,2,51,0,0,9
0,1,26,0,2,0,0,3,63,0,0,66
0,9,301,0,0,2,0,10,320,0,13,60
0,10,33,0,0,0,0,4,105,0,0,6
0,0,5,0,0,0,0,0,17,0,0,2
0,1,16,0,0,0,0,0,29,0,0,9
0,2,20,0,0,0,0,0,25,0,0,2
0,0,10,0,0,0,0,0,35,0,0,5
0,2,98,0,3,0,2,2,421,0,0,21
0,11,138,0,1,2,0,14,209,0,0,55
0,1,80,0,0,1,0,3,171,0,0,22
0,6,119,0,0,2,0,7,138,0,13,53
0,7,78,0,0,0,0,3,152,0,0,8
0,13,82,0,0,0,0,28,133,0,0,29
0,51,270,0,0,1,0,40,340,0,0,499
0,0,18,0,1,0,0,0,27,0,0,6
0,5,163,0,0,0,0,0,200,0,0,104
0,112,338,0,0,1,1,3,321,0,0,27
0,6,26,0,0,0,0,3,29,0,0,4
0,13,65,1,0,1,0,3,290,0,0,46
0,33,117,0,0,1,0,22,272,0,31,168
0,0,47,0,1,1,0,0,287,0,0,40
0,0,5,0,0,0,0,0,46,0,0,10
0,10,77,0,0,0,0,5,244,0,0,21
0,0,8,0,0,0,0,1,16,0,0,1
0,13,766,0,0,1,0,20,1167,0,98,577
0,80,438,0,1,5,0,33,555,0,0,533
0,27,218,0,0,0,5,15,268,0,0,36
0,0,89,1,0,1,0,0,105,0,0,17
0,3,42,0,0,1,0,1,36,0,0,10
0,0,16,1,1,0,0,0,64,0,0,8
0,0,24,0,0,0,0,0,58,0,0,9
0,30,66,0,0,0,0,8,142,0,0,190
2,11,43,0,0,0,0,14,93,0,0,97
0,46,217,0,0,0,0,4,175,0,0,42
0,0,10,0,0,0,0,1,44,0,0,5
0,0,10,0,0,0,0,0,18,0,0,1
0,0,42,0,0,0,0,11,103,0,0,8
0,5,42,0,0,0,0,1,45,0,0,6
0,9,108,0,0,2,1,0,314,0,1,74
0,0,29,0,0,0,0,0,120,0,0,6
11,112,4446,0,0,8,9,11,2025,0,112,1869
6,81,953,0,3,0,8,4,603,0,69,423
0,58,1784,2,0,2,2,7,1308,0,289,617
0,0,39,0,4,0,0,0,101,0,0,14
0,20,45,0,0,0,0,0,49,0,0,3
0,150,1516,0,1,10,1,19,1422,0,102,396
0,13,57,0,0,0,0,10,62,0,0,9
0,58,113,0,0,0,0,26,89,0,0,31
8,18,231,0,4,1,2,3,277,0,10,82
0,41,66,0,0,0,0,15,97,0,0,47
0,5,73,0,0,0,0,2,88,0,0,9
0,2,30,0,0,1,0,3,39,0,0,17
0,22,596,0,8,0,0,0,272,0,89,291
0,2,55,0,0,1,0,7,107,0,0,27
0,75,421,0,0,0,0,3,335,0,12,186
0,11,161,0,0,2,1,2,74,0,0,111
0,28,177,0,0,0,0,28,180,0,0,111
0,124,1491,0,2,4,5,12,914,0,45,1760
0,0,3,0,0,1,0,0,14,0,0,1
0,44,151,0,0,1,0,51,176,0,0,155
0,0,12,0,0,1,0,0,53,0,0,20
0,2,91,0,0,0,0,1,179,0,21,22
0,18,83,0,0,0,0,3,286,0,0,49
0,1,14,0,0,1,0,0,45,0,0,11
0,8,71,0,0,0,0,1,97,0,0,32
49,418,8141,1,54,18,6,109,5440,0,230,13965
0,0,37,0,0,0,0,0,30,0,0,15
0,3,25,0,0,0,0,0,24,0,0,3
0,1,7,0,0,1,0,1,64,0,0,20
0,0,16,0,0,0,0,0,19,0,0,4
0,2,14,0,0,0,0,2,36,0,0,4
0,431,4363,9,4,11,3,144,3325,0,4,8198
0,31,403,1,5,1,0,16,902,0,0,71
0,4,40,0,1,1,0,0,190,0,0,27
0,103,942,0,0,2,8,19,973,0,180,1077
0,0,11,0,1,0,0,0,76,0,0,49
0,7,19,0,0,0,0,3,33,0,0,2
0,0,37,0,0,0,0,13,98,0,0,61
0,1,27,0,0,1,0,4,33,0,0,7
0,0,13,0,0,0,0,1,19,0,0,10
0,9,349,0,0,7,1,2,488,0,1,91
17,238,2125,0,15,15,5,75,2639,0,757,2347
0,0,19,0,2,1,0,0,75,0,0,23
0,0,25,0,0,0,2,1,290,0,0,13
0,80,348,0,0,0,0,3,353,0,0,52
0,143,3303,0,0,1,1,15,1669,0,306,1577
9,39,660,0,0,0,1,7,427,0,11,185
0,10,70,0,0,0,0,2,77,0,0,25
0,0,28,0,0,0,0,1,22,0,0,5
0,58,811,0,0,3,0,0,339,0,12,493
0,36,169,0,0,0,0,0,147,0,8,72
0,4,125,0,0,1,0,5,231,0,0,90
0,28,85,0,0,0,0,24,107,0,0,35
0,2,48,0,0,0,0,9,173,0,0,10
0,13,221,0,0,1,0,14,284,0,0,25
0,76,603,0,0,0,3,26,748,0,0,115
0,63,196,0,0,2,0,0,144,0,0,65
4,200,5857,0,24,9,1,17,1995,0,4,2782
0,5,186,0,0,2,0,18,309,0,35,39
0,1,66,0,1,1,0,6,114,0,0,29
0,0,137,0,0,0,0,6,208,0,0,42
0,0,3,0,0,0,0,0,9,0,0,0
0,0,15,0,0,0,0,0,25,0,0,3
0,4,269,0,2,2,0,0,296,0,11,165
0,1,32,0,0,1,0,0,52,0,0,3
0,21,216,0,0,0,0,1,253,0,0,55
0,1,18,0,1,0,0,1,98,0,0,4
0,19,265,2,1,2,0,10,306,0,43,275
0,0,3,0,0,2,0,0,29,0,0,11
0,18,196,0,0,1,2,2,153,0,0,97
0,28,339,0,0,0,0,11,484,0,0,73
49,126,1119,0,2,2,26,71,1274,0,19,1159
1,0,53,0,0,0,0,2,154,0,0,29
0,0,88,0,1,1,0,0,106,0,0,55
0,12,30,0,0,0,0,22,59,0,0,116
0,7,155,0,1,1,0,9,171,0,24,118
0,10,239,0,0,0,0,0,223,0,0,118
0,5,36,0,0,2,0,0,41,0,0,19
0,14,49,0,0,0,0,1,35,0,0,0
0,16,48,0,0,0,0,1,48,0,0,3
0,0,8,0,0,0,0,0,11,0,0,2
0,0,23,0,0,1,0,0,18,0,0,6
5,127,3373,0,2,3,15,24,1310,0,2,2392
0,3,15,0,0,0,0,1,26,0,0,1
0,58,262,0,1,1,1,6,451,0,0,60
0,24,243,0,0,1,0,3,361,0,0,101
0,23,113,0,0,0,0,1,150,0,0,16
0,31,132,0,0,5,0,1,138,0,0,78
0,46,133,0,0,0,4,7,214,0,0,27
0,3,18,0,0,0,0,0,17,0,0,3
0,19,55,0,0,0,0,2,53,0,0,61
0,40,144,0,0,0,0,5,395,0,0,75
5,896,25225,0,30,28,19,118,10199,0,1076,18032
0,3,270,1,0,0,0,1,696,0,0,78
0,24,510,0,0,1,0,4,487,0,43,200
0,2,121,0,0,0,0,0,238,0,0,150
0,0,34,0,0,0,0,0,78,0,8,73
5,329,14538,0,15,89,9,100,6656,0,9,8299
0,18,61,0,0,2,0,3,90,0,0,31
0,20,82,0,0,1,0,0,110,0,0,22
0,44,142,0,0,0,0,11,418,0,2,57
0,5,61,0,0,1,0,0,78,0,0,16
0,2,29,0,0,0,0,1,23,0,0,8
0,1,47,0,0,0,0,1,28,0,0,8
66,693,5696,0,2,14,33,56,4516,0,65,2187
0,46,398,0,0,2,0,2,670,0,33,88
0,317,7801,0,0,3,8,62,3363,0,21,5275
0,22,87,0,0,0,0,7,110,0,0,24
7,203,2214,3,5,9,2,75,1853,0,3,4117
0,3,15,0,0,0,0,3,7,0,0,1
0,40,985,0,0,6,3,1,1821,0,23,692
0,0,59,0,1,0,0,2,116,0,0,30
0,11,186,0,0,0,8,8,217,0,3,43
0,14,346,0,0,0,0,2,327,0,0,82
0,24,111,0,0,0,0,12,178,0,0,48
0,5,35,0,0,0,0,0,24,0,0,11
4,215,3243,0,0,2,21,2,1159,0,1,1094
0,0,34,0,3,2,0,1,250,0,0,14
0,33,84,0,0,0,0,0,68,0,2,71
0,10,74,0,0,0,0,12,167,0,0,54
131,784,8702,29,44,34,43,106,4312,0,1,11488
1,43,216,0,1,0,0,48,325,0,0,460
0,63,74,0,0,0,0,19,142,0,0,39
0,0,5,0,0,0,0,0,31,0,0,1
0,17,219,0,0,0,0,6,375,0,0,242
2,26,1266,0,0,2,0,13,833,0,202,299
0,10,71,0,0,1,0,0,112,0,0,27
0,0,23,0,0,0,1,1,85,0,0,7
0,51,485,0,0,3,0,0,272,0,60,412
0,0,39,0,0,0,0,0,50,0,0,5
0,0,31,0,0,0,0,2,32,0,0,3
0,2,80,0,0,3,0,8,145,0,0,31
0,0,70,0,0,1,0,2,103,0,0,13
0,3,111,0,2,0,0,1,268,0,0,59
0,20,637,0,5,1,0,25,433,0,0,1528
0,0,11,0,0,0,1,0,113,0,0,10
0,1,66,0,1,1,0,2,99,0,0,43
0,1,6,0,0,0,0,0,26,0,0,1
0,7,82,0,0,0,0,17,120,0,39,45
0,0,20,0,0,0,0,0,25,0,0,2
0,9,106,0,0,0,0,14,116,0,0,66
0,0,108,0,0,0,0,0,101,0,0,16
0,0,107,0,0,0,0,0,106,0,0,16
0,0,6,0,0,2,0,3,24,0,0,11
0,50,345,0,0,7,0,8,448,0,0,64
0,0,30,0,0,0,0,3,68,0,0,14
1,262,1613,0,1,0,1,47,1662,0,22,2911
0,0,14,0,0,1,0,0,74,0,0,24
0,12,188,0,2,4,0,9,196,0,0,207
0,0,8,0,2,0,0,0,35,0,0,1
0,0,36,0,1,0,0,1,61,0,0,26
0,0,22,0,0,0,0,2,42,0,0,7
0,12,38,0,0,0,0,0,62,0,0,3
0,16,213,0,0,1,1,12,243,0,0,17
0,212,468,0,0,0,1,64,801,0,0,138
0,3,2,0,0,0,0,4,43,0,0,3
0,5,209,0,0,0,0,1,450,0,0,43
0,1,89,0,0,1,0,0,208,0,0,39
0,0,21,0,0,0,0,2,36,0,0,5
0,27,183,0,6,5,0,11,346,0,97,204
0,49,184,0,0,0,0,6,130,0,0,117
0,1,43,0,0,0,0,0,69,0,0,8
0,14,78,0,0,0,0,8,91,0,0,31
0,19,138,0,0,0,0,4,87,0,0,41
0,0,22,0,0,0,0,1,68,0,0,20
0,0,86,0,1,0,0,2,139,0,0,17
0,14,186,0,0,0,0,6,213,0,0,65
0,5,33,0,0,0,0,3,87,0,0,13
0,3,30,0,0,0,0,0,83,0,0,4
0,61,406,0,0,0,1,26,351,0,0,231
0,2,21,0,0,1,0,0,19,0,0,3
0,0,16,0,0,0,0,0,49,0,0,6
0,0,8,0,0,1,0,0,46,0,0,8
0,12,152,0,0,1,0,39,258,0,0,133
140,85,701,0,1,5,18,68,897,0,1,997
0,11,75,0,1,0,0,16,224,0,1,63
0,256,2160,0,0,1,1,13,2238,0,1,365
0,8,48,0,0,0,0,4,141,0,0,32
0,0,7,0,0,0,0,0,14,0,0,3
0,7,289,0,1,3,0,2,187,0,43,244
0,0,52,0,0,0,0,1,58,0,0,5
1,13,45,0,1,0,0,5,56,0,1,23
3,87,1371,2,0,4,4,2,1975,0,52,270
0,0,13,0,0,0,0,0,5,0,0,5
0,1,48,0,0,0,0,0,138,0,0,6
0,11,47,0,0,0,0,0,84,0,0,8
0,0,5,0,0,0,0,1,5,0,0,2
0,0,12,0,0,0,0,0,38,0,0,56
0,8,45,0,1,0,0,3,61,0,0,7
20,367,3060,0,46,15,5,235,2475,0,3,3209
2,100,1086,0,0,1,2,1,688,0,178,700
0,28,129,0,0,1,0,4,148,0,0,32
1,3,23,0,0,0,0,8,23,0,0,3
0,29,211,0,0,0,0,0,247,0,4,60
0,17,100,0,0,0,0,3,96,0,0,20
0,0,6,0,0,0,0,0,14,0,0,0
0,1,33,0,0,1,0,13,141,0,0,289
0,0,90,0,0,0,0,0,125,0,0,17
0,0,46,0,0,0,0,0,250,0,0,21
0,21,85,0,0,1,0,4,124,0,0,19
0,3,53,0,0,0,0,4,51,0,0,17
0,6,89,0,4,3,0,13,598,0,1,62
0,0,13,0,0,1,0,10,73,0,0,17
0,14,178,0,0,2,0,0,163,0,0,63
0,31,218,0,0,0,0,26,408,0,72,75
0,22,132,0,0,0,0,8,321,0,0,41
0,21,230,0,0,0,0,5,214,0,17,44
0,69,283,10,0,3,0,8,336,0,0,70
0,4,42,0,0,0,0,1,72,0,0,3
0,4,56,0,0,0,0,1,76,0,0,9
0,0,10,0,0,0,0,0,31,0,0,3
0,8,64,0,1,0,1,2,364,0,0,12
0,37,552,1,7,3,0,6,313,0,38,102
0,1,48,0,0,1,0,0,53,0,0,8
0,6,17,0,0,0,0,20,30,0,0,7
0,4,174,0,2,3,0,1,69,0,7,130
0,25,286,0,0,0,0,34,481,0,0,488
0,5,23,0,0,0,0,1,26,0,0,0
0,8,76,0,2,1,0,0,90,0,0,22
0,0,32,0,0,1,0,0,72,0,0,10
0,9,218,0,3,0,0,32,296,0,45,769
0,0,8,0,0,0,0,0,16,0,0,0
5,524,9565,3,23,35,7,46,4715,0,892,4616
0,3,117,0,0,1,0,1,360,0,0,44
0,15,354,0,0,2,0,1,481,0,0,41
0,0,10,0,0,0,0,0,31,0,0,3
0,46,429,0,0,0,0,2,369,0,0,245
0,26,486,0,0,0,3,7,620,0,0,90
0,1,7,0,0,0,0,0,23,0,0,6
0,1,14,0,0,0,0,8,37,0,0,2
0,5,178,0,0,1,0,7,146,0,0,30
0,0,23,0,2,0,0,1,49,0,0,2
1,105,502,0,0,1,0,13,537,0,20,355
0,66,524,0,0,0,0,33,665,0,162,1324
0,3,17,0,0,1,0,3,65,0,0,23
0,5,85,0,0,0,0,1,124,0,0,5
0,0,13,0,0,0,0,0,26,0,0,5
1,12,220,1,5,2,0,3,310,0,8,130
0,35,202,0,0,1,0,1,215,0,0,337
0,36,72,0,0,0,0,3,98,0,0,11
2,30,390,0,0,0,2,1,254,0,0,235
0,11,146,0,0,0,0,20,491,0,0,35
0,0,49,0,0,1,0,1,155,0,1,17
0,2,12,0,0,0,0,2,24,0,0,8
0,75,363,0,0,0,0,2,466,0,0,47
0,2,43,0,0,0,0,1,52,0,0,43
0,82,1169,0,0,0,0,1,549,0,6,797
1,50,1078,0,0,2,2,5,759,0,142,363
0,2,23,0,0,0,0,1,66,0,0,10
0,0,37,0,0,0,0,2,83,0,0,37
0,5,68,0,1,0,0,11,159,0,0,76
0,4,74,0,4,0,0,0,234,0,0,17
22,55,1448,0,3,2,0,33,847,0,86,666
1,22,967,0,3,1,4,1,898,0,51,194
0,4,64,0,0,1,0,0,110,0,0,51
0,0,63,0,0,0,0,3,120,0,0,15
1,88,699,0,2,3,1,64,823,0,0,152
0,83,673,1,9,2,1,0,495,0,94,252
5,186,6081,1,0,12,22,52,4078,0,460,2946
0,0,16,0,0,0,0,0,30,0,0,13
1,127,3192,0,2,43,1,9,2991,0,155,1458
0,24,107,0,0,0,0,0,171,0,0,34
0,64,343,0,0,2,0,2,232,0,2,238
0,0,19,0,0,0,0,0,50,0,0,16
0,44,1280,0,2,1,1,4,646,0,273,434
0,15,82,0,0,0,0,11,73,0,0,79
22,11,802,0,1,0,1,75,1355,0,93,920
0,15,380,0,7,0,1,5,695,0,10,150
0,14,45,0,1,1,0,7,118,0,0,102
0,11,95,0,0,1,0,5,100,0,0,40
0,0,76,0,0,0,0,5,225,0,0,14
0,4,12,0,0,0,0,2,29,0,0,12
0,555,6235,1,45,16,4,43,3698,0,662,4843
0,0,76,0,0,0,0,0,114,0,0,19
0,4,17,0,0,0,1,1,25,0,0,1
0,31,168,0,0,0,0,1,197,0,0,57
0,28,82,0,0,0,0,5,63,0,0,6
1,119,3268,0,0,5,7,13,2737,0,361,2031
1,156,3626,0,87,4,26,83,3275,2,0,443
3,10,206,0,0,0,6,0,262,0,0,112
8,319,3917,1,7,1,9,12,2171,6,0,866
2,163,2861,0,11,6,22,49,2760,0,0,264
0,20,12,0,0,0,1,0,48,0,0,1
7,35,158,2,0,0,8,0,136,0,0,50
0,3,58,0,0,0,4,0,219,0,0,104
